"23 herb formula to increase breast milk,68.4-83.6"
"Erlotinib,0.684-0.836"
"Ertapenem,8.892-10.868"
"Ertugliflozin,18.81-22.99"
"Erythromycin (Lotion),42.75-52.25"
"Erythromycin (Oral),3421.179-4181.441"
"Erythropoietin,4104-5016"
"Erythropoietin Alfa,689.472-842.688"
"Escitalopram Oxalate,13.8195-16.8905"
"Eslicarbazepine Acetate,15.426-18.854"
"Esmolol Hydrochloride,17.1-20.9"
"Esomeprazole,15.048-18.392"
"Esomeprazole (MUPS tablet),4.788-5.852"
"Esomeprazole + Amoxicillin + Clarithromycin,2.394-2.926"
"Espand,11.286-13.794"
"Estradiol,20.52-25.08"
"Estradiol Valerate,13.6575-16.6925"
"Estriol (Oral),7.875-9.625"
"Estriol (Vaginal),6.165-7.535"
"Eszopiclone,0.963-1.177"
"Etanercept,0.738-0.902"
"Ethambutol,34.767-42.493"
"Ethanol + Isopropyl alcohol,10.602-12.958"
"Ethinyl Estradiol + Desogestrel (0.02 mg),14.364-17.556"
"Ethinyl Estradiol + Desogestrel (0.03 mg),16.758-20.482"
"Ethinyl Estradiol + Desogestrel + Ferrous Fumarate,16.758-20.482"
"Ethinyl Estradiol + Drospirenone (21 tablet),15.39-18.81"
"Ethinyl Estradiol + Drospirenone (24 tablet),16.416-20.064"
"Ethinyl Estradiol + Drospirenone (HRT),14.364-17.556"
"Ethinyl Estradiol + Drospirenone + Levomefolate,16.758-20.482"
"Ethinyl Estradiol + Gestodene,14.364-17.556"
"Ethinyl Estradiol + Levonorgestrel + Ferrous Fumarate,14.706-17.974"
"Ethinyl Estradiol + Lynestrenol (0.0375 mg),15.048-18.392"
"Ethinyl Estradiol + Lynestrenol (0.05 mg),31.122-38.038"
"Ethosuximide,92.34-112.86"
"Ethyl Alcohol + Hydrogen peroxide + Glycerol,34.2-41.8"
"Ethyl Butylacetylaminopropionate,23.2785-28.4515"
"Etodolac,36.936-45.144"
"Etoposide,31.1445-38.0655"
"Etoricoxib,43.092-52.668"
"Eucalyptol + Menthol + Methyl Salicylate + Thymol + Sodium Fluoride,82.08-100.32"
"Eucalyptol+ Menthol + Thymol,46.17-56.43"
"Evening primrose oil,131.13-160.27"
"Everolimus,3.7755-4.6145"
"Ezetimibe,82.0305-100.2595"
"Famciclovir,99.1305-121.1595"
"Famotidine,137.286-167.794"
"Favipiravir,80.028-97.812"
"Febuxostat,5.472-6.688"
"Fennel [Mouri,5.472-6.688"
"Fenofibrate,224.325-274.175"
"Fentanyl Citrate,10.602-12.958"
"Fenticonazole Nitrate [Vaginal Cream],51.3-62.7"
"Fenticonazole Nitrate [Vaginal Tablet],44.46-54.34"
"Fermented soy [Lactobacillus Delbrueckii],10.26-12.54"
"Ferric Carboxymaltose,9.234-11.286"
"Ferric Citrate,11.97-14.63"
"Ferric Derisomaltose,2.052-2.508"
"Ferric Pyrophosphate Citrate,3.078-3.762"
"Ferrous Ascorbate,3.078-3.762"
"Ferrous Ascorbate + Folic Acid + Zinc Sulfate,70.11-85.69"
"Ferrous Fumarate,136.8-167.2"
"Ferrous Fumarate + Folic acid,68.463-83.677"
"Ferrous Gluconate,136.8-167.2"
"Ferrous Sulfate,69.2235-84.6065"
"Ferrous Sulfate + Folic Acid,1.881-2.299"
"Ferrous Sulfate + Folic Acid + Zinc Sulfate,35.055-42.845"
"Fexofenadine Hydrochloride,1.197-1.463"
"Filgrastim,1.4445-1.7655"
"Finasteride [For Androgenic Alopecia],4.8195-5.8905"
"Finasteride [For B.P.H.],54.729-66.891"
"Finerenone,54.72-66.88"
"Fishar [Snake root,12.312-15.048"
"Flavoxate Hydrochloride,5.472-6.688"
"Flaxseed oil [Linum Usitatissimum],19.494-23.826"
"Flibanserin,188.1-229.9"
"Flucloxacillin Sodium,35.775-43.725"
"Fluconazole,3.42-4.18"
"Fluconazole (Ophthalmic),326.61-399.19"
"Fludarabine Phosphate,20.52-25.08"
"Fludrocortisone Acetate,5.814-7.106"
"Flunarizine,4.446-5.434"
"Fluocinolone Acetonide,11.97-14.63"
"Fluocinolone Acetonide + Clioquinol,20.52-25.08"
"Fluocinolone Acetonide + Hydroquinone + Tretinoin,6.84-8.36"
"Fluocinolone Acetonide + Neomycin Sulfate,3.42-4.18"
"Fluorescein Sodium,3.42-4.18"
"Fluormetholone + Neomycin Sulphate,3.42-4.18"
"Fluorometholone + Gentamicin,2.736-3.344"
"Fluorometholone + Tetrahydrozoline,3.42-4.18"
"Fluorometholone Acetate,172.71-211.09"
"Fluorouracil,119.7-146.3"
"Fluoxetine Hydrochloride,6.309-7.711"
"Flupentixol,2.16-2.64"
"Flupentixol + Melitracen,1.3905-1.6995"
"Fluphenazine + Nortriptyline,0.585-0.715"
"Fluphenazine Decanoate,3.087-3.773"
"Flurazepam,3.2535-3.9765"
"Flurbiprofen,3.42-4.18"
"Flutamide,45.144-55.176"
"Fluticasone Furoate,43.776-53.504"
"Fluticasone Propionate (Inhaler),82.08-100.32"
"Fluticasone Propionate (Nasal Spray),41.724-50.996"
"Fluticasone Propionate (Nebuliser Suspension),4.104-5.016"
"Fluticasone Propionate (Topical),44.46-54.34"
"Fluticasone Propionate + Formoterol Fumarate,61.047-74.613"
"Fluvastatin,9.288-11.352"
"Fluvoxamine Maleate,5.2515-6.4185"
"Folic Acid,1.4535-1.7765"
"Folic Acid + Zinc Sulfate Monohydrate,51.813-63.327"
"Follicle Stimulating Hormone [Urofollitropin],179.55-219.45"
"Follitropin Alfa,104.31-127.49"
"Follitropin Alfa + Lutropin Alfa,35.91-43.89"
"Follitropin Beta,17.955-21.945"
"Fondaparinux Sodium,41.895-51.205"
"Formoterol Fumarate + Glycopyrrolate + Budesonide,42.066-51.414"
"Fosfomycin Trometamol,172.026-210.254"
"Fructose,176.13-215.27"
"Fucidic Acid + Betamethasone,23.94-29.26"
"Furosemide,3.6-4.4"
"Furosemide + Spironolactone,3.4245-4.1855"
"Fusidic Acid (Ophthalmic),5.13-6.27"
"Fusidic acid + Betamethasone,6.84-8.36"
"Fusidic acid + Hydrocortisone,8.9415-10.9285"
"Gabapentin,5.472-6.688"
"Gadodiamide,5.13-6.27"
"Ganciclovir (Ophthalmic),10.26-12.54"
"Garlic Oil,1.71-2.09"
"Garlitab,2.394-2.926"
"Gatifloxacin (Ophthalmic),5.472-6.688"
"Gatifloxacin (Oral),3.771-4.609"
"Gatifloxacin + Dexamethasone,87.21-106.59"
"Gefitinib,109.44-133.76"
"Gemcitabine,2.736-3.344"
"Gemfibrozil,24.7095-30.2005"
"Gemifloxacin,18.81-22.99"
"Gentamicin + Hydrocortisone Acetate,2.394-2.926"
"Gentamicin Sulfate (Injection),4.104-5.016"
"Gentamicin Sulfate (Ophthalmic),6.156-7.524"
"Gentamicin Sulfate (Topical),6.84-8.36"
"Gentian Violet,13.68-16.72"
"Ginkgo Biloba,3.42-4.18"
"Glecaprevir + Pibrentasvir,1.4895-1.8205"
"Glibenclamide,6.4215-7.8485"
"Gliclazide,8.2305-10.0595"
"Glimepiride,7.182-8.778"
"Glimepiride + Metformin,3.951-4.829"
"Glipizide,2.052-2.508"
"Glipizide + Metformin Hydrochloride,1.9215-2.3485"
"Glucosamine Hydrochloride,11.124-13.596"
"Glucosamine Sulfate + Chondroitin,6.84-8.36"
"Glucosamine Sulfate + Chondroitin + Camphor + Peppermint oil,11.97-14.63"
"Glucosamine Sulfate + Diacerein,496.584-606.936"
"Glucose 11% + Vamin 18 Novum + Intralipid 20%,843.372-1030.788"
"Glucose 19% + Vamin 18 Novum + Intralipid 20%,352.611-430.969"
"Glycerin,4.446-5.434"
"Glycerin + Hypromellose + Polyethylene glycol + Tetrahydrozoline + Zinc Sulfate,20.52-25.08"
"Glycerol,6.84-8.36"
"Glycerol + Hypromellose + Polyethylene Glycol 400,37.62-45.98"
"Glycerol + Liquid Sugar,718.2-877.8"
"Glycine,376.1595-459.7505"
"Glycopyrronium Bromide (Inhalation capsule),7.866-9.614"
"Glycopyrronium Bromide (Injection),34.542-42.218"
"Glycopyrronium Bromide (Oral solution),34.542-42.218"
"Glycopyrronium Bromide (Respirator Solution),41.382-50.578"
"Glycopyrronium Bromide + Formoterol Fumarate,41.211-50.369"
"Golimumab,1.881-2.299"
"Gramacidin + Neomycin + Polymixin B,11.349-13.871"
"Granisetron,2.628-3.212"
"Griseofulvin [Microsize],35.568-43.472"
"Guaifenesin + Dextromethorphan + Menthol,68.4-83.6"
"Guaifenesin + Levomenthol + Diphenhydramine,35.226-43.054"
"Guggul + Barberry + Chebulic Myrobalan,6.9255-8.4645"
"Habb-e-Nishat,6.0705-7.4195"
"Haemophilus Influenzae Type B Vaccine [Conjugated],0.6975-0.8525"
"Halazone,5.3055-6.4845"
"Halcinonide,8.55-10.45"
"Halobetasol Propionate,18.81-22.99"
"Halobetasol Propionate + Tazarotene,15.732-19.228"
"Haloperidol,68.571-83.809"
"Halothane,239.4-292.6"
"Hartmann's Solution,205.2-250.8"
"Hazmina,35.91-43.89"
"Heparin Sodium,2.052-2.508"
"Hepatitis A Vaccine,61.731-75.449"
"Hepatitis b immune globulin,61.902-75.658"
"Hepatitis B Vaccine [rDNA],34.371-42.009"
"Herbal cough syrup [Adhatoda Vasica],36.252-44.308"
"Herbal cough syrup [Glycyrrhiza Glabra],36.252-44.308"
"Herbal cough syrup [Tulsi],68.4-83.6"
"Herbal cough syrup [Vasakarista],68.4-83.6"
"Herbal gastric preparation,34.686-42.394"
"Herbal Multivitamin,35.91-43.89"
"Hingastak Churna,5.13-6.27"
"Homatropine Hydrobromide,4.104-5.016"
"Human Anti-D Immunoglobulins,3420.684-4180.836"
"Human Chorionic Gonadotrophin,1744.2-2131.8"
"Human Immunoglobulin-G [IgG],27.36-33.44"
"Human Menopausal Gonadotrophin,59.85-73.15"
"Human Milk based Amino Acid,34.371-42.009"
"Human Papillomavirus Bivalent (Types 16 & 18),5.121-6.259"
"Human Papillomavirus Quadrivalent (Types 6,90.45-110.55"
"Human Tetanus Immunoglobulin,105.678-129.162"
"Hyaluronic Acid,20.52-25.08"
"Hydrochlorothiazide,0.5805-0.7095"
"Hydrochlorothiazide + Triamterene,34.38-42.02"
"Hydrocortisone,11.1195-13.5905"
"Hydrocortisone + Lidocaine,11.97-14.63"
"Hydrocortisone + Neomycin Sulphate + Polymixin B,6.84-8.36"
"Hydrocortisone Acetate,11.97-14.63"
"Hydrocortisone Acetate + Benzyl Benzoate + Bismuth Subgallate + Bismuth Oxide + Balsam Peru + Zinc Oxide,15.39-18.81"
"Hydrocortisone Acetate + Neomycin Sulphate,15.39-18.81"
"Hydrocortisone Butyrate,44.46-54.34"
"Hydrogen peroxide,41.04-50.16"
"Hydroquinone,6.84-8.36"
"Hydroquinone + Octyldimethyl + Dioxybenzone + Oxybenzone,3.762-4.598"
"Hydroxocobalamin,8.208-10.032"
"Hydroxychloroquine Sulphate,20.52-25.08"
"Hydroxyethyl Cellulose + Glycerin,188.1-229.9"
"Hydroxyethyl Starch + Sodium Chloride,171.684-209.836"
"Hydroxyprogesterone Caproate,1.368-1.672"
"Hydroxypropyl Methylcellulose,6.156-7.524"
"Hydroxyurea,38.988-47.652"
"Hydroxyzine  Hydrochloride,16.8435-20.5865"
"Hylan G-F 20,21.0825-25.7675"
"Hyoscine Butylbromide,3.762-4.598"
"Hyoscine Hydrobromide,5.13-6.27"
"Hypromellose,6.84-8.36"
"Hypromellose + Carbomer,11.97-14.63"
"β-Sitosterol,6.156-7.524"
"Ibandronic Acid,0.684-0.836"
"Ibandronic Acid & Calcium Orotate,0.684-0.836"
"Ibandronic Acid + Calcium Carbonate + Vitamin D3,256.842-313.918"
"Ibrutinib,34.542-42.218"
"Ibuprofen,3.555-4.345"
"Idoxuridine,4.104-5.016"
"Ifosfamide,1.7145-2.0955"
"Iloperidone,1.377-1.683"
"Imatinib Mesylate,171.342-209.418"
"Imipenem + Cilastatin,87.417-106.843"
"Imipramine Hydrochloride,86.868-106.172"
"Imiquimod,3.762-4.598"
"Inactivated Hepatitis A vaccine,0.342-0.418"
"Inactivated Influenza Vaccine,50.0355-61.1545"
"Indacaterol + Glycopyrronium,17.1-20.9"
"Indacaterol + Glycopyrronium + Mometasone Furoate,42.255-51.645"
"Indacaterol Maleate,9.711-11.869"
"Indapamide,6.84-8.36"
"Indapamide + Amlodipine,12.312-15.048"
"Indapamide + Perindopril Arginine,3.447-4.213"
"Indomethacin (Oral),3.2715-3.9985"
"Indomethacin (Rectal),36.6075-44.7425"
"Infliximab,68.4-83.6"
"Inositol Nicotinate,2.736-3.344"
"Insulin Aspart,2.052-2.508"
"Insulin Aspart + Insulin Aspart Protamine,2.052-2.508"
"Insulin Degludec,2.052-2.508"
"Insulin Degludec + Insulin Aspart Premixed,2.052-2.508"
"Insulin Detemir,2.052-2.508"
"Insulin Glargine [rDNA],2.052-2.508"
"Insulin Glulisine,4.446-5.434"
"Insulin Human [Fast-Acting],4.446-5.434"
"Insulin Human [Long-Acting],4.446-5.434"
"Insulin Human [rDNA] + Isophane Insulin Human,2.052-2.508"
"Insulin Lispro,2.052-2.508"
"Insulin Lispro Protamine + Insulin Lispro,2.565-3.135"
"Interferon Alfa-2a [Recombinant],172.539-210.881"
"Intravenous Fat Emulsion,102.6-125.4"
"Iohexol,41.04-50.16"
"Iopamidol,85.5-104.5"
"Ipratropium Bromide (Inhaler),75.24-91.96"
"Ipratropium Bromide (Nebuliser Solution),15.048-18.392"
"Irbesartan,9.918-12.122"
"Irbesartan + Hydrochlorothiazide,36.261-44.319"
"Irinotecan Hydrochloride,14.022-17.138"
"Iron + Folic Acid + Vitamin A + Vitamin C + Zinc,1.71-2.09"
"Iron + Folic acid + Vitamin B complex + Vitamin C,2.1735-2.6565"
"Iron + Folic Acid + Vitamin B Complex + Vitamine C + Zinc Sulfate,2.223-2.717"
"Iron Hydroxide Polymaltose + Folic acid + Zinc Sulfate Monohydrate,69.597-85.063"
"Iron Polymaltose Complex,12.321-15.059"
"Iron Polymaltose Complex + Folic Acid + Zinc + Vitamin B-Complex,2.736-3.344"
"Iron Polymaltose Complex + Folic Acid + Zinc Sulfate,35.1945-43.0155"
"Iron Polymaltose Complex + Vitamin B Complex + Zinc,20.52-25.08"
"Iron Sucrose Injection [Elemental Iron],41.211-50.369"
"Irrigating Solution,74.556-91.124"
"Isoflurane,35.226-43.054"
"Isopropamide + Trifluoperazine,17.784-21.736"
"Isopropyl alcohol,102.6-125.4"
"Isopropyl Alcohol + Hydrogen Peroxide + Glycerol,5.832-7.128"
"Isosorbide Mononitrate,28.188-34.452"
"Isotretinoin (Oral),20.52-25.08"
"Isotretinoin (Topical),54.72-66.88"
"Ispaghula [Psyllium] Husk,8.037-9.823"
"Ispaghula Husk + Ispaghula Seed + Tinnevelly Senna Pods,8.037-9.823"
"Ispaghula Husk + Mebeverine Hydrochloride,35.397-43.263"
"Ispaghula Husk + Sonapata,8.001-9.779"
"Isradipine,16.209-19.811"
"Itraconazole,21.888-26.752"
"Ivabradine,18.126-22.154"
"Ivermectin (Tablet),22.23-27.17"
"Ivermectin (Topical),41.04-50.16"
"Jadwar [Denudatum,68.4-83.6"
"Jamani Arka,68.4-83.6"
"Jeerakaddarishta Carminative,68.4-83.6"
"Jinsin,68.4-83.6"
"Jirakaddarista,36.936-45.144"
"Jogaraj Guggulu,6.84-8.36"
"Jouban Satadal,4.788-5.852"
"Kabid Nawshadri,2.394-2.926"
"Kanamycin,5.13-6.27"
"Ketamine,8.55-10.45"
"Ketoconazole (Cream),46.17-56.43"
"Ketoconazole (Shampoo),23.6205-28.8695"
"Ketoconazole (Tablet),9.621-11.759"
"Ketoprofen (oral & injection),10.944-13.376"
"Ketoprofen (Topical),20.52-25.08"
"Ketorolac Tromethamine,2.052-2.508"
"Ketorolac Tromethamine (Ophthalmic),3.42-4.18"
"Ketotifen Fumarate (Ophthalmic),35.91-43.89"
"Ketotifen Fumarate (Oral),34.5915-42.2785"
"Khakshi,34.884-42.636"
"Kusta Qalyee [Calcined stannum],4.104-5.016"
"Labetalol Hydrochloride (Injection),6.84-8.36"
"Labetalol Hydrochloride (Tablet),3.9465-4.8235"
"Lacidipine,6.156-7.524"
"Lactase,8.208-10.032"
"Lactic acid + Citric acid + Potassium bitartrate,34.884-42.636"
"Lactic acid + Sodium PCA,51.3-62.7"
"Lactitol Monohydrate,17.1-20.9"
"Lactobacillus Rhamnosus GG,27.36-33.44"
"Lactulose,47.9835-58.6465"
"Lamivudine [For Chronic Hepatitis B],17.1-20.9"
"Lamivudine [For HIV Infection],23.94-29.26"
"Lamivudine + Zidovudine,39.33-48.07"
"Lamivudine + Zidovudine + Nevirapine,47.88-58.52"
"Lamotrigine,4.464-5.456"
"Lansoprazole,2.394-2.926"
"Lansoprazole + Amoxicillin + Clarithromycin,35.568-43.472"
"Lanthanum Carbonate,156.582-191.378"
"Lapatinib,205.2-250.8"
"Lasmiditan Hemisuccinate,14.535-17.765"
"Latanoprost,1.71-2.09"
"Latanoprost + Timolol,35.055-42.845"
"Lavendar [Lavendula stoechas],34.542-42.218"
"Ledipasvir + Sofosbuvir,7.182-8.778"
"Leflunomide,137.826-168.454"
"Lenalidomide,80.028-97.812"
"Lenograstim,350.208-428.032"
"Lenvatinib Mesylate,2.2455-2.7445"
"Lercanidipine Hydrochloride,130.446-159.434"
"Letrozole,17.5275-21.4225"
"Leuprorelin Acetate,11.5425-14.1075"
"Levamisole,34.3215-41.9485"
"Levetiracetam,3.42-4.18"
"Levobunolol,35.91-43.89"
"Levocarnitine,21.888-26.752"
"Levocetirizine Dihydrochloride,9.234-11.286"
"Levodopa + Benserazide,9.576-11.704"
"Levodopa + Carbidopa (CR tablet),7.4565-9.1135"
"Levodopa + Carbidopa (FC tablet),30.5505-37.3395"
"Levodopa + Carbidopa + Entacapone,6.84-8.36"
"Levofloxacin (Ophthalmic),35.91-43.89"
"Levofloxacin Hemihydrate,5.823-7.117"
"Levomenthol + Thymol + Terpineol + Chlorobutanol,15.39-18.81"
"Levomilnacipran Hydrochloride,6.84-8.36"
"Levonorgestrel,68.742-84.018"
"Levosalbutamol,35.226-43.054"
"Levosalbutamol (Oral),1.215-1.485"
"Levothyroxine Sodium,1.089-1.331"
"Licorice + Vasaka + Basil + Peppermint,17.955-21.945"
"Licorice + Yellow Silk Cotton + Mastic tree,34.2-41.8"
"Lidocaine + Adrenaline,34.2-41.8"
"Lidocaine + Epinephrine,2.3265-2.8435"
"Lidocaine + Prilocaine,18.81-22.99"
"Lidocaine Hydrochloride (Injection),10.944-13.376"
"Lidocaine Hydrochloride (Jelly),11.97-14.63"
"Lidocaine Hydrochloride (Spray),5.13-6.27"
"Lifitegrast,18.81-22.99"
"Light Liquid Paraffin + White Soft Paraffin + Glycerine,24.624-30.096"
"Linagliptin,10.602-12.958"
"Linagliptin + Metformin Hydrochloride,104.994-128.326"
"Linezolid,23.94-29.26"
"Liposome + Perilla + Sodium Hyaluronate,37.62-45.98"
"Liquorice + Cascara Sagrada + Belladona,35.226-43.054"
"Liraglutide,3.42-4.18"
"Lisinopril,2.8305-3.4595"
"Lithium Carbonate,9.918-12.122"
"L-Lysine Hydrochloride,10.26-12.54"
"Lomefloxacin (Ophthalmic),6.156-7.524"
"Lomefloxacin (Oral),5.472-6.688"
"Loperamide Hydrochloride,17.271-21.109"
"Lopinavir + Ritonavir,37.62-45.98"
"Loratadine,3.078-3.762"
"Loratadine + Pseudoephedrine,2.061-2.519"
"Lorazepam,1.368-1.672"
"Lorlatinib,6.156-7.524"
"L-Ornithine L-Aspartate,7.182-8.778"
"L-Ornithine L-Aspartate + Pancreatin,8.379-10.241"
"Lornoxicam,7.0695-8.6405"
"Losartan Potassium,5.148-6.292"
"Losartan Potassium + Hydrochlorothiazide,3.42-4.18"
"Loteprednol Etabonate,2.736-3.344"
"Loteprednol Etabonate + Gatifloxacin,3.42-4.18"
"Loteprednol Etabonate + Tobramycin,15.4305-18.8595"
"Lubiprostone,8.55-10.45"
"Luliconazole,15.39-18.81"
"Lurasidone Hydrochloride,18.81-22.99"
"Lutein + Zeaxanthin,22.23-27.17"
"Lymecycline,14.364-17.556"
"Lynestrenol,21.06-25.74"
"Lyophilized Bacterial Lysate,68.4-83.6"
"Macitentan,119.7-146.3"
"Macrogol [Polypropylene glycol] + Electrolytes,9.369-11.451"
"Magaldrate,68.742-84.018"
"Magaldrate + Simethicone,2.052-2.508"
"Magnesium Hydroxide,75.24-91.96"
"Magnesium Hydroxide + Liquid Paraffin,21.204-25.916"
"Magnesium Oxide,3.42-4.18"
"Magnesium Sulfate,35.91-43.89"
"Magnesium Sulfate Heptahydrate,102.6-125.4"
"Mahadrakkharist [Grape extract],102.6-125.4"
"Malus sylvestris,205.2-250.8"
"Mannitol,173.223-211.717"
"Maprotiline Hydrochloride,9.063-11.077"
"Marham Kharish,13.68-16.72"
"Marine Collagen,15.048-18.392"
"Marwareedi,7.695-9.405"
"Measles and Rubella,10.431-12.749"
"Mebendazole,3.6495-4.4605"
"Mebeverine Hydrochloride,3.078-3.762"
"Mebhydrolin Napadisylate,1.7145-2.0955"
"Meclizine + Pyridoxine,1.728-2.112"
"Meclizine Hydrochloride,3.933-4.807"
"Mecobalamin,0.684-0.836"
"Medroxyprogesterone Acetate (Injection),3.9735-4.8565"
"Medroxyprogesterone Acetate (Tablet),35.8065-43.7635"
"Mefenamic acid,13.9725-17.0775"
"Mefloquine,47.745-58.355"
"Megestrol Acetate,13.0005-15.8895"
"Melatonin,2.403-2.937"
"Meloxicam,13.347-16.313"
"Memantine + Donepezil,14.706-17.974"
"Memantine Hydrochloride,11.286-13.794"
"Menaquinone-7,8.721-10.659"
"Meningococcal Conjugate Vaccine,0.342-0.418"
"Meningococcal Polysaccharide Vaccine,7.011-8.569"
"Mentha + Cinnamomum + Gaultheria + Capsicum,15.39-18.81"
"Menthol + Camphor + Eucalyptus Oil + Mint Oil,15.39-18.81"
"Menthol + Camphor + Methyl Salicylate + Oleoresin Capsicum,47.88-58.52"
"Menthol + Thymol + Eucalyptol  + Methyl Salicylate,49.59-60.61"
"Mepyramine Maleate,22.491-27.489"
"Mercaptopurine,177.84-217.36"
"Meropenem Trihydrate,7.182-8.778"
"Mesalazine [5-aminosalicylic acid],137.142-167.618"
"Mesna,142.272-173.888"
"Metformin Hydrochloride,8.928-10.912"
"Methenamine Hippurate,12.312-15.048"
"Methimazole,19.152-23.408"
"Methotrexate,11.628-14.212"
"Methoxsalen,37.62-45.98"
"Methoxy Polyethylene Glycol-Epoetin Beta,27.36-33.44"
"Methyl Salicylate + Menthol,11.97-14.63"
"Methyl Salicylate + Menthol + Camphor,7.146-8.734"
"Methyldopa,1.395-1.705"
"Methylergonovine Maleate,5.319-6.501"
"Methylphenidate Hydrochloride,13.338-16.302"
"Methylprednisolone,27.7695-33.9405"
"Methylprednisolone Acetate,184.68-225.72"
"Methylprednisolone Sodium Succcinate,34.542-42.218"
"Metoclopramide Hydrochloride,8.667-10.593"
"Metolazone,10.62-12.98"
"Metoprolol Tartrate,0.891-1.089"
"Metronidazole,3.9285-4.8015"
"Metronidazole + Miconazole Nitrate,15.7455-19.2445"
"Metronidazole + Neomycin Sulphate + Polymyxin B + Nystatin,15.048-18.392"
"Miconazole Nitrate (Oral Gel),10.26-12.54"
"Miconazole Nitrate (Topical),6.84-8.36"
"Miconazole Nitrate + Hydrocortisone,11.286-13.794"
"Micronised Diosmin + Hesperidin,9.576-11.704"
"Midazolam,60.192-73.568"
"Mifepristone,61.56-75.24"
"Mifepristone + Misoprostol,6.876-8.404"
"Miglitol,8.5905-10.4995"
"Milnacipran Hydrochloride,58.491-71.489"
"Miltefosine,64.98-79.42"
"Minocycline Hydrochloride,29.07-35.53"
"Minoxidil,41.04-50.16"
"Mirabegron,16.416-20.064"
"Mirtazapine,15.777-19.283"
"Misoprostol,6.156-7.524"
"Mitomycin C,2.772-3.388"
"Mizolastine,18.819-23.001"
"Molnupiravir,17.1-20.9"
"Mometasone Furoate (Inhalation Capsule),44.46-54.34"
"Mometasone Furoate (Nasal Spray),44.46-54.34"
"Mometasone Furoate (Topical),42.75-52.25"
"Mometasone Furoate + Formoterol Fumarate,42.75-52.25"
"Monjistha [Rubia cordifolia],47.196-57.684"
"Monobasic sodium phosphate + Dibasic sodium phosphate,52.2405-63.8495"
"Monosemicarbazone Adrenochrome,10.602-12.958"
"Monosulfiram,17.1225-20.9275"
"Montelukast Sodium,35.397-43.263"
"Morphine Sulfate,88.578-108.262"
"Moxifloxacin Hydrochloride (Injection),87.21-106.59"
"Moxifloxacin Hydrochloride (Ophthalmic),25.65-31.35"
"Moxifloxacin Hydrochloride (Tablet),11.97-14.63"
"Moxifloxacin Hydrochloride + Dexamethasone,3.42-4.18"
"Moxifloxacin Hydrochloride + Xanthan Gum,11.97-14.63"
"Mucopolysaccharide Polysulphate + Salicylic Acid,20.52-25.08"
"Mudir [Aloe,6.84-8.36"
"Multivitamin & 5% Dextrose,37.62-45.98"
"Multivitamin & Cod Liver Oil,68.4-83.6"
"Multivitamin & Multimineral,0.684-0.836"
"Multivitamin & Multimineral [A-Z for infanrs & childrens],34.542-42.218"
"Multivitamin & Multimineral [A-Z gold preparation],104.2515-127.4185"
"Multivitamin & Multimineral [A-Z junior infusion preparation],136.8-167.2"
"Multivitamin & Multimineral [A-Z juniors syrup preparation],38.3175-46.8325"
"Multivitamin & Multimineral [A-Z silver preparation],69.939-85.481"
"Multivitamin & Multimineral [A-Z syrup preparation],36.252-44.308"
"Multivitamin & Multimineral [A-Z teen boys preparation],4.104-5.016"
"Multivitamin & Multimineral [A-Z teen girls preparation],3.771-4.609"
"Multivitamin & Multimineral [For nursing mother],2.052-2.508"
"Multivitamin & Multimineral Essentials [For nursing mother],4.446-5.434"
"Multivitamin & Normal Saline,37.62-45.98"
"Multivitamin [Adult preparation],4.0365-4.9335"
"Multivitamin [Injection],8.55-10.45"
"Multivitamin [Pediatric preparation],6.507-7.953"
